Question,Answer
වී වගාව හා සම්බන්ධ පාරම්පරික වාරිමාර්ග පද්ධති මොනවාද?,"වැව්, ඇළ මාර්ග, කුඹුරු."
වී වගාව හා සම්බන්ධ පාරම්පරික කෘෂිකාර්මික ක්‍රම මොනවාද?,"බෝග මාරුව, කාබනික පොහොර භාවිතය, ස්වභාවික පළිබෝධ පාලනය."
වී වගාව හා සම්බන්ධ පාරම්පරික උත්සව මොනවාද?,"අලුත් සහල් මංගල්‍යය, ඇසළ පෙරහැර, කිරි ආහාර පූජා."
ගොවි පුහුණු වැඩසටහන්වල අරමුණ කුමක්ද?,"ගොවිමහතුන්ට නව දැනුම හා තාක්ෂණය ලබාදීම, ඔවුන්ගේ කුසලතා වර්ධනය කිරීම."
ගොවි පුහුණු වැඩසටහන්වලට උදාහරණ දෙන්න?,"ක්ෂේත්‍ර පාසල්, ප්‍රදර්ශන කුඹුරු, ගොවි සාකච්ඡා."
ගොවි පුහුණු වැඩසටහන්වල සාර්ථකත්වය තීරණය කරන සාධක මොනවාද?,"ගොවිමහතුන්ගේ සහභාගීත්වය, පුහුණුකරුවන්ගේ දැනුම හා අත්දැකීම්, ප්‍රායෝගික පුහුණුව."
වී වගාව පිළිබඳ දැනුම බෙදාහැරීමට භාවිතා කරන ක්‍රම මොනවාද?,"පත්‍රිකා, ගුවන්විදුලි වැඩසටහන්, රූපවාහිනී වැඩසටහන්, අන්තර්ජාලය."
වී වගාව පිළිබඳ පර්යේෂණ ප්‍රතිඵල ගොවිමහතුන්ට ලබා දෙන්නේ කෙසේද?,"පර්යේෂණ ආයතන මගින්, කෘෂිකර්ම දෙපාර්තමේන්තුව මගින්, ගොවි සංවිධාන මගින්."
වී වගාව පිළිබඳ තොරතුරු ලබාගැනීමට ගොවිමහතුන්ට ඇති පහසුකම් මොනවාද?,"කෘෂිකර්ම උපදේශකවරුන්, කෘෂිකර්ම පර්යේෂණ ආයතන, කෘෂිකර්ම පුස්තකාල."
වී අස්වැන්න සඳහා වෙළඳපොළ සොයාගන්නේ කෙසේද?,"සහල් මෝල් හිමියන්, සහල් වෙළෙන්දන්, සමුපකාර සමිති, සෘජු වෙළඳාම."
වී අස්වැන්නට වැඩි මිලක් ලබාගන්නේ කෙසේද?,"ගුණාත්මක වී ප්‍රභේද වගා කිරීමෙන්, කාබනික වී වගා කිරීමෙන්, සෘජු වෙළඳාමෙන්."
වී අස්වැන්න සඳහා අලෙවිකරණ උපාය මාර්ග මොනවාද?,"වෙළඳ දැන්වීම්, ප්‍රදර්ශන, වෙළඳපොළ සමීක්ෂණ."
වී අස්වැන්න සඳහා සහතික කිරීමේ ක්‍රම භාවිතා කරන්නේ ඇයි?,"පාරිභෝගික විශ්වාසය දිනාගැනීමට, වැඩි මිලක් ලබාගැනීමට."
වී වගාව සඳහා ගොවි ණය ලබාගන්නේ කෙසේද?,"බැංකු, සමුපකාර සමිති, ක්ෂුද්‍ර මූල්‍ය ආයතන."
ගොවි ණය ලබාගැනීමේදී අවශ්‍ය ලියකියවිලි මොනවාද?,"අයිඩීපී, ඉඩම් ඔප්පු, වගා සැලැස්ම."
ගොවි ණය ලබාගැනීමේදී ඇතිවන ගැටලු මොනවාද?,"ඉහළ පොලී අනුපාත, ඇපකර අවශ්‍යතාව, ප්‍රමාදවීම."
වී වගාව සඳහා රජය ලබාදෙන ආධාර මොනවාද?,"පොහොර සහනාධාර, බීජ සහනාධාර, වාරිමාර්ග සහනාධාර."
රජයේ ආධාර ලබාගැනීමේදී ඇතිවන ගැටලු මොනවාද?,"ප්‍රමාදවීම, අවශ්‍යතා සපුරාගැනීමේ අපහසුතාව, විනිවිදභාවය නොමැතිකම."
ගොවි රක්ෂණ ක්‍රමවල ඇති වාසි මොනවාද?,"අස්වනු හානිවලින් ආරක්ෂාව, ආදායම් ආරක්ෂාව."
ගොවි රක්ෂණ ක්‍රම ලබාගැනීමේදී ඇතිවන ගැටලු මොනවාද?,"ඉහළ රක්ෂණ වාරික, සංකීර්ණ ක්‍රියාපටිපාටිය, ප්‍රමාදවීම."
වී වගාවේදී භාවිතා කරන ගොවි යන්ත්‍ර මොනවාද?,"ට්‍රැක්ටර්, අස්වනු නෙළන යන්ත්‍ර, බීජ වප්කර, පැළ සිටුවන යන්ත්‍ර."
ගොවි යන්ත්‍ර භාවිතයේ ඇති වාසි මොනවාද?,"ශ්‍රමය ඉතිරි කිරීම, කාලය ඉතිරි කිරීම, කාර්යක්ෂමතාවය වැඩි කිරීම."
ගොවි යන්ත්‍ර භාවිතයේ ඇති ගැටලු මොනවාද?,"ඉහළ මිල, නඩත්තු වියදම්, අලුත්වැඩියා කිරීමේ අපහසුතා."
වී වගාවේදී නව තාක්ෂණයන් භාවිතා කරන්නේ කෙසේද?,"නිරවද්‍ය කෘෂිකර්මය, ජාන තාක්ෂණය, ජෛව තාක්ෂණය."
නව තාක්ෂණයන් භාවිතයේ ඇති වාසි මොනවාද?,"අස්වැන්න වැඩි කිරීම, පිරිවැය අඩු කිරීම, පාරිසරික හානිය අවම කිරීම."
නව තාක්ෂණයන් භාවිතයේ ඇති ගැටලු මොනවාද?,"ඉහළ පිරිවැය, තාක්ෂණික දැනුම අවශ්‍යවීම, ප්‍රවේශවීමේ අපහසුතා."
වී වගාවේදී තොරතුරු තාක්ෂණය භාවිතා කරන්නේ කෙසේද?,"දැනුම හා තාක්ෂණය බෙදාහැරීම, වෙළඳපොළ තොරතුරු ලබාගැනීම, ගොවිමහතුන් සම්බන්ධ කිරීම."
ගොවි සහයෝගීතාවයේ ඇති වාසි මොනවාද?,"ශක්තිය වැඩි කිරීම, සම්පත් බෙදා ගැනීම, සාමුහිකව ගැටලු විසඳා ගැනීම."
ගොවි සහයෝගීතාවය ප්‍රවර්ධනය කරන්නේ කෙසේද?,"ගොවි සංවිධාන ශක්තිමත් කිරීම, ගොවි පුහුණු වැඩසටහන් පැවැත්වීම, ගොවි හමුවීම් සංවිධානය කිරීම."
ගොවි සංවිධානවල කාර්යභාරය කුමක්ද?,"ගොවිමහතුන්ගේ අයිතිවාසිකම් ආරක්ෂා කිරීම, දැනුම හා තාක්ෂණය බෙදා හැරීම, අස්වැන්න සඳහා වෙළඳපොළ සොයාදීම."
ගොවි සංවිධානවලට මුහුණ දීමට සිදුවන ගැටලු මොනවාද?,"අරමුදල් හිඟකම, නායකත්ව ගැටලු, සාමාජිකයින්ගේ සහභාගීත්වය අඩු වීම."
ගොවි සමුපකාර සමිතිවල කාර්යභාරය කුමක්ද?,"ගොවිමහතුන්ට අවශ්‍ය යෙදවුම් සැපයීම, අස්වැන්න මිලදී ගැනීම, ණය පහසුකම් ලබාදීම."
ගොවි සමුපකාර සමිතිවලට මුහුණ දීමට සිදුවන ගැටලු මොනවාද?,"අරමුදල් හිඟකම, කළමනාකරණ ගැටලු, සාමාජිකයින්ගේ විශ්වාසය අඩු වීම."
ගොවි දැනුම සහ අත්දැකීම් වී වගාවේදී වැදගත් වන්නේ ඇයි?,"දේශීය පරිසරයට ගැලපෙන ක්‍රම දැනගැනීමට, ගැටලු විසඳාගැනීමට, නව තාක්ෂණයන් භාවිතා කිරීමට."
ගොවි දැනුම සහ අත්දැකීම් බෙදාගන්නේ කෙසේද?,"ගොවි හමුවීම්, ගොවි පුහුණු වැඩසටහන්, පරම්පරාවෙන් පරම්පරාවට."
ගොවි දැනුම සහ අත්දැකීම් පර්යේෂණවලට දායක වන්නේ කෙසේද?,"දේශීය වී ප්‍රභේද හඳුනාගැනීමට, පාරම්පරික ක්‍රම සොයාගැනීමට, නව තාක්ෂණයන් වැඩිදියුණු කිරීමට."
ගොවි දැනුම සහ අත්දැකීම් තරුණ පරපුරට ලබා දෙන්නේ කෙසේද?,"ගොවි පාසල්, ගොවි වැඩසටහන්, අත්දැකීම් හුවමාරු වැඩසටහන්."
ගොවි දැනුම සහ අත්දැකීම් ලේඛනගත කරන්නේ කෙසේද?,"ලේඛනගත කිරීම, වීඩියෝ කිරීම, ඡායාරූප ගැනීම."
ගොවි දැනුම සහ අත්දැකීම් ආරක්ෂා කරන්නේ කෙසේද?,"පාරම්පරික වී ප්‍රභේද වගා කිරීමෙන්, පාරම්පරික ක්‍රම අනුගමනය කිරීමෙන්, තරුණ පරපුරට දැනුම ලබාදීමෙන්."
වී වගාවේදී ගොවිමහතුන්ට මුහුණ දීමට සිදුවන ප්‍රධාන අභියෝග මොනවාද?,"දේශගුණික විපර්යාස, වෙළඳපොළ ගැටලු, යෙදවුම් මිල වැඩිවීම, ණය ගැටලු."
දේශගුණික විපර්යාසවලට මුහුණ දීමට ගොවිමහතුන්ට ගත හැකි ක්‍රියාමාර්ග මොනවාද?,"දේශගුණික විපර්යාසවලට ඔරොත්තු දෙන වී ප්‍රභේද වගා කිරීම, ජලය කාර්යක්ෂමව භාවිතා කිරීම, විවිධ වගාවන්ට යොමුවීම."
වෙළඳපොළ ගැටලුවලට මුහුණ දීමට ගොවිමහතුන්ට ගත හැකි ක්‍රියාමාර්ග මොනවාද?,"සෘජු වෙළඳාම, ගොවි සංවිධාන හරහා වෙළඳාම, අගය එකතු කළ නිෂ්පාදන නිෂ්පාදනය."
යෙදවුම් මිල වැඩිවීමට මුහුණ දීමට ගොවිමහතුන්ට ගත හැකි ක්‍රියාමාර්ග මොනවාද?,"කාබනික පොහොර භාවිතය, ස්වයං යෙදවුම් නිෂ්පාදනය, සාමුහිකව යෙදවුම් මිලදී ගැනීම."
ණය ගැටලුවලට මුහුණ දීමට ගොවිමහතුන්ට ගත හැකි ක්‍රියාමාර්ග මොනවාද?,"අඩු පොලී ණය ලබාගැනීම, ගොවි රක්ෂණ ක්‍රම භාවිතා කිරීම, ආදායම් මාර්ග විවිධාංගීකරණය."
වී වගාවේදී තරුණ ගොවීන්ගේ සහභාගීත්වය වැඩි කරන්නේ කෙසේද?,"නව තාක්ෂණයන් හඳුන්වාදීම, ආදායම් මාර්ග වැඩි කිරීම, ගොවි පුහුණු වැඩසටහන්වලට තරුණයන් සහභාගී කරවීම."
වී වගාවේදී ඉඩම් හිඟයට මුහුණ දීමට ගොවිමහතුන්ට ගත හැකි ක්‍රියාමාර්ග මොනවාද?,"සිරස් වගා ක්‍රම, බහු වගා ක්‍රම, කුඩා ඉඩම්වල උපරිම අස්වැන්න ලබාගැනීම."
වී වගාවේදී ජල හිඟයට මුහුණ දීමට ගොවිමහතුන්ට ගත හැකි ක්‍රියාමාර්ග මොනවාද?,"ජලය කාර්යක්ෂමව භාවිතා කිරීම, ජල සංරක්ෂණ ක්‍රම, නියඟයට ඔරොත්තු දෙන වී ප්‍රභේද වගා කිරීම."
වී වගාවේදී ශ්‍රම හිඟයට මුහුණ දීමට ගොවිමහතුන්ට ගත හැකි ක්‍රියාමාර්ග මොනවාද?,"ගොවි යන්ත්‍ර භාවිතය, සාමුහික ශ්‍රම දායකත්වය, පවුලේ ශ්‍රමය උපයෝගී කරගැනීම."
වී වගාවේදී රෝග හා පළිබෝධ හානිවලට මුහුණ දීමට ගොවිමහතුන්ට ගත හැකි ක්‍රියාමාර්ග මොනවාද?,"රෝග හා පළිබෝධවලට ඔරොත්තු දෙන වී ප්‍රභේද වගා කිරීම, ජීව විද්‍යාත්මක පාලන ක්‍රම, ඒකාබද්ධ පළිබෝධ කළමනාකරණය."
වී වගාවේදී පශ්චාත් අස්වනු හානිවලට මුහුණ දීමට ගොවිමහතුන්ට ගත හැකි ක්‍රියාමාර්ග මොනවාද?,"නිවැරදිව අස්වනු නෙළීම, නිවැරදිව වියළා ගැනීම, නිවැරදිව ගබඩා කිරීම."
ගොවි දැනුම සහ නව තාක්ෂණයන් ඒකාබද්ධ කරන්නේ කෙසේද?,"ගොවි පුහුණු වැඩසටහන්වල නව තාක්ෂණයන් හඳුන්වාදීම, ගොවි හමුවීම්වල නව තාක්ෂණයන් සාකච්ඡා කිරීම, ගොවි පර්යේෂණවල ගොවි දැනුම භාවිතා කිරීම."
ගොවි දැනුම සහ නව තාක්ෂණයන් අතර ඇති සම්බන්ධය කුමක්ද?,"ගොවි දැනුම නව තාක්ෂණයන් වැඩිදියුණු කිරීමට උපකාරී වන අතර, නව තාක්ෂණයන් ගොවි දැනුම වඩාත් කාර්යක්ෂමව භාවිතා කිරීමට උපකාරී වේ."
ගොවි දැනුම සහ නව තාක්ෂණයන් භාවිතා කරන්නේ කෙසේද?,"ගොවි දැනුම භාවිතා කර දේශීය පරිසරයට ගැලපෙන නව තාක්ෂණයන් තෝරාගැනීම, නව තාක්ෂණයන් භාවිතා කර ගොවි දැනුම වඩාත් කාර්යක්ෂමව භාවිතා කිරීම."
ගොවි දැනුම සහ නව තාක්ෂණයන් භාවිතා කිරීමේ ඇති වාසි මොනවාද?,"අස්වැන්න වැඩි කිරීම, පිරිවැය අඩු කිරීම, පාරිසරික හානිය අවම කිරීම, ගොවි ජීවන තත්ත්වය වැඩිදියුණු කිරීම."
ගොවි දැනුම සහ නව තාක්ෂණයන් භාවිතා කිරීමේ ඇති අභියෝග මොනවාද?,"නව තාක්ෂණයන් පිළිබඳ දැනුම නොමැතිකම, නව තාක්ෂණයන් මිලදී ගැනීමට ඇති අපහසුතා, ගොවි දැනුම ආරක්ෂා කිරීම."
ගොවි දැනුම සහ නව තාක්ෂණයන් භාවිතා කිරීමේ අනාගත ප්‍රවණතා මොනවාද?,"ගොවි දැනුම සහ නව තාක්ෂණයන් ඒකාබද්ධ කර තිරසාර කෘෂිකාර්මික ක්‍රම හඳුන්වාදීම, ගොවි දැනුම සහ නව තාක්ෂණයන් භාවිතා කර ගොවිමහතුන්ගේ ආදායම් මාර්ග වැඩි කිරීම."
ගොවි අයිතිවාසිකම් ආරක්ෂා කරන්නේ කෙසේද?,"ගොවි සංවිධාන ශක්තිමත් කිරීම, ගොවි නීති ක්‍රියාත්මක කිරීම, ගොවි අධ්‍යාපන වැඩසටහන් පැවැත්වීම."
ගොවි අයිතිවාසිකම්වලට උදාහරණ දෙන්න?,"ඉඩම් අයිතිය, ජල අයිතිය, බීජ අයිතිය, වෙළඳපොළ අයිතිය."
ගොවි ආරක්ෂාව සහතික කරන්නේ කෙසේද?,"ගොවි රක්ෂණ ක්‍රම, ගොවි සෞඛ්‍ය වැඩසටහන්, ගොවි ආරක්ෂක වැඩසටහන්."
ගොවි ආරක්ෂාව සහතික කිරීමේ ඇති අභියෝග මොනවාද?,"අරමුදල් හිඟකම, නීති ක්‍රියාත්මක කිරීමේ දුර්වලතා, ගොවි දැනුම නොමැතිකම."
ගොවි අයිතිවාසිකම් සහ ආරක්ෂාව සම්බන්ධයෙන් රජයේ කාර්යභාරය කුමක්ද?,"ගොවි නීති සම්පාදනය කිරීම, ගොවි රක්ෂණ ක්‍රම හඳුන්වාදීම, ගොවි සෞඛ්‍ය වැඩසටහන් ක්‍රියාත්මක කිරීම."
ගොවි අයිතිවාසිකම් සහ ආරක්ෂාව සම්බන්ධයෙන් ගොවි සංවිධානවල කාර්යභාරය කුමක්ද?,"ගොවිමහතුන්ගේ අයිතිවාසිකම් වෙනුවෙන් පෙනී සිටීම, ගොවිමහතුන්ට අවශ්‍ය සහාය ලබාදීම, ගොවි දැනුම සහ අත්දැකීම් බෙදාහැරීම."
ගොවි සහභාගීත්වය සහ ප්‍රජා සංවර්ධනය අතර ඇති සම්බන්ධය කුමක්ද?,"ගොවි සහභාගීත්වය ප්‍රජා සංවර්ධනයට දායක වන අතර, ප්‍රජා සංවර්ධනය ගොවි සහභාගීත්වය වැඩි කිරීමට උපකාරී වේ."
ගොවි සහභාගීත්වය සහ ප්‍රජා සංවර්ධනය ප්‍රවර්ධනය කරන්නේ කෙසේද?,"ගොවි සංවිධාන ශක්තිමත් කිරීම, ප්‍රජා සංවිධාන ශක්තිමත් කිරීම, ගොවි සහ ප්‍රජා සහභාගීත්ව ව්‍යාපෘති ක්‍රියාත්මක කිරීම."
ගොවි සහභාගීත්වය සහ ප්‍රජා සංවර්ධනය සම්බන්ධයෙන් රජයේ කාර්යභාරය කුමක්ද?,"ගොවි සහ ප්‍රජා සංවිධානවලට සහාය වීම, ගොවි සහ ප්‍රජා සහභාගීත්ව ව්‍යාපෘති සඳහා අරමුදල් සැපයීම, ගොවි සහ ප්‍රජා සංවර්ධනයට අදාළ ප්‍රතිපත්ති ක්‍රියාත්මක කිරීම."
ගොවි සහභාගීත්වය සහ ප්‍රජා සංවර්ධනය සම්බන්ධයෙන් ගොවි සංවිධානවල කාර්යභාරය කුමක්ද?,"ගොවිමහතුන්ගේ සහභාගීත්වය වැඩි කිරීම, ප්‍රජා සංවර්ධන ව්‍යාපෘති ක්‍රියාත්මක කිරීම, ප්‍රජා සාමාජිකයින්ගේ සහභාගීත්වය ලබාගැනීම."
ගොවි සහභාගීත්වය සහ ප්‍රජා සංවර්ධනය සම්බන්ධයෙන් ප්‍රජා සංවිධානවල කාර්යභාරය කුමක්ද?,"ප්‍රජා සාමාජිකයින්ගේ සහභාගීත්වය වැඩි කිරීම, ගොවි සහ ප්‍රජා සංවර්ධන ව්‍යාපෘති ක්‍රියාත්මක කිරීම, ගොවි සංවිධාන සමඟ සහයෝගීව කටයුතු කිරීම."
ගොවි සහභාගීත්වය සහ ප්‍රජා සංවර්ධනය සම්බන්ධයෙන් කාන්තාවන්ගේ කාර්යභාරය කුමක්ද?,"ගොවි සහ ප්‍රජා සංවර්ධන ව්‍යාපෘතිවලට සහභාගී වීම, තීරණ ගැනීමේ ක්‍රියාවලියට සහභාගී වීම, ප්‍රජා සාමාජිකයින්ගේ සහභාගීත්වය වැඩි කිරීමට දායක වීම."
ගොවි ජීවන තත්ත්වය වැඩිදියුණු කරන්නේ කෙසේද?,"ආදායම් මාර්ග වැඩි කිරීම, සෞඛ්‍ය පහසුකම් වැඩිදියුණු කිරීම, අධ්‍යාපන පහසුකම් වැඩිදියුණු කිරීම, යටිතල පහසුකම් වැඩිදියුණු කිරීම."
ගොවි සුබසාධනය සහතික කරන්නේ කෙසේද?,"ගොවි රක්ෂණ ක්‍රම, ගොවි සෞඛ්‍ය වැඩසටහන්, ගොවි විශ්‍රාම වැටුප් ක්‍රම, ගොවි නිවාස වැඩසටහන්."
ගොවි ජීවන තත්ත්වය සහ සුබසාධනය සම්බන්ධයෙන් රජයේ කාර්යභාරය කුමක්ද?,"ගොවි ජීවන තත්ත්වය වැඩිදියුණු කිරීමට සහ ගොවි සුබසාධනය සහතික කිරීමට අවශ්‍ය ප්‍රතිපත්ති ක්‍රියාත්මක කිරීම, අරමුදල් සැපයීම, පහසුකම් සැපයීම."
ගොවි ජීවන තත්ත්වය සහ සුබසාධනය සම්බන්ධයෙන් ගොවි සංවිධානවල කාර්යභාරය කුමක්ද?,"ගොවිමහතුන්ගේ අයිතිවාසිකම් වෙනුවෙන් පෙනී සිටීම, ගොවිමහතුන්ට අවශ්‍ය සහාය ලබාදීම, ගොවි ජීවන තත්ත්වය වැඩිදියුණු කිරීමට සහ ගොවි සුබසාධනය සහතික කිරීමට අවශ්‍ය වැඩසටහන් ක්‍රියාත්මක කිරීම."
ගොවි ජීවන තත්ත්වය සහ සුබසාධනය සම්බන්ධයෙන් පෞද්ගලික අංශයේ කාර්යභාරය කුමක්ද?,"ගොවිමහතුන්ට අවශ්‍ය යෙදවුම් සැපයීම, අස්වැන්න මිලදී ගැනීම, ගොවිමහතුන්ට අවශ්‍ය තාක්ෂණික සහාය ලබාදීම."
ගොවි ජීවන තත්ත්වය සහ සුබසාධනය සම්බන්ධයෙන් ප්‍රජා සංවිධානවල කාර්යභාරය කුමක්ද?,"ගොවිමහතුන්ට අවශ්‍ය සහාය ලබාදීම, ගොවි ජීවන තත්ත්වය වැඩිදියුණු කිරීමට සහ ගොවි සුබසාධනය සහතික කිරීමට අවශ්‍ය වැඩසටහන් ක්‍රියාත්මක කිරීම."
තිරසාර පරිසර කළමනාකරණය යනු කුමක්ද?,"පාරිසරික සම්පත් ආරක්ෂා කරමින් සහ අනාගත පරපුරට ඒවා ලබාදෙමින් කෘෂිකාර්මික ක්‍රියාකාරකම් සිදු කිරීම."
වී වගාවේදී තිරසාර පරිසර කළමනාකරණය ප්‍රවර්ධනය කරන්නේ කෙසේද?,"කාබනික පොහොර භාවිතය, ජලය කාර්යක්ෂමව භාවිතා කිරීම, ජෛව විවිධත්වය ආරක්ෂා කිරීම, හරිතාගාර වායු විමෝචනය අඩු කිරීම."
වී වගාවේදී තිරසාර පරිසර කළමනාකරණය සම්බන්ධයෙන් රජයේ කාර්යභාරය කුමක්ද?,"තිරසාර කෘෂිකාර්මික ප්‍රතිපත්ති ක්‍රියාත්මක කිරීම, පරිසර ආරක්ෂණ නීති ක්‍රියාත්මක කිරීම, ගොවිමහතුන්ට අවශ්‍ය සහාය ලබාදීම."
වී වගාවේදී තිරසාර පරිසර කළමනාකරණය සම්බන්ධයෙන් ගොවි සංවිධානවල කාර්යභාරය කුමක්ද?,"තිරසාර කෘෂිකාර්මික ක්‍රම ප්‍රවර්ධනය කිරීම, ගොවිමහතුන්ට අවශ්‍ය දැනුම හා තාක්ෂණය ලබාදීම, පරිසර ආරක්ෂණ වැඩසටහන් ක්‍රියාත්මක කිරීම."
වී වගාවේදී තිරසාර පරිසර කළමනාකරණය සම්බන්ධයෙන් පෞද්ගලික අංශයේ කාර්යභාරය කුමක්ද?,"පරිසර හිතකාමී යෙදවුම් නිෂ්පාදනය කිරීම, තිරසාර කෘෂිකාර්මික නිෂ්පාදන මිලදී ගැනීම, පරිසර ආරක්ෂණ වැඩසටහන් සඳහා සහාය වීම."
වී වගාවේදී තිරසාර පරිසර කළමනාකරණය සම්බන්ධයෙන් ප්‍රජා සංවිධානවල කාර්යභාරය කුමක්ද?,"පරිසර ආරක්ෂණ වැඩසටහන් ක්‍රියාත්මක කිරීම, ප්‍රජා සාමාජිකයින්ගේ සහභාගීත්වය ලබාගැනීම, පරිසර ආරක්ෂණය පිළිබඳ දැනුවත් කිරීම."
ආපදා අවදානම් කළමනාකරණය යනු කුමක්ද?,"ස්වාභාවික සහ මිනිසා විසින් ඇති කරන ආපදාවලින් සිදුවන හානි අවම කිරීම සඳහා ක්‍රියාමාර්ග ගැනීම."
වී වගාවේදී ආපදා අවදානම් කළමනාකරණය ප්‍රවර්ධනය කරන්නේ කෙසේද?,"ආපදා අනතුරු ඇඟවීමේ පද්ධති ස්ථාපිත කිරීම, ආපදා ප්‍රතිචාර සැලසුම් සකස් කිරීම, ආපදා ප්‍රතිරෝධී වී ප්‍රභේද වගා කිරීම, ආපදා සහන වැඩසටහන් ක්‍රියාත්මක කිරීම."
වී වගාවේදී ආපදා අවදානම් කළමනාකරණය සම්බන්ධයෙන් රජයේ කාර්යභාරය කුමක්ද?,"ආපදා කළමනාකරණ ප්‍රතිපත්ති ක්‍රියාත්මක කිරීම, ආපදා අනතුරු ඇඟවීමේ පද්ධති ස්ථාපිත කිරීම, ආපදා සහන වැඩසටහන් ක්‍රියාත්මක කිරීම."
වී වගාවේදී ආපදා අවදානම් කළමනාකරණය සම්බන්ධයෙන් ගොවි සංවිධානවල කාර්යභාරය කුමක්ද?,"ආපදා අනතුරු ඇඟවීමේ තොරතුරු ගොවිමහතුන්ට ලබාදීම, ආපදා ප්‍රතිචාර සැලසුම් සකස් කිරීමට ගොවිමහතුන්ට සහාය වීම, ආපදා සහන වැඩසටහන් ක්‍රියාත්මක කිරීමට සහාය වීම."
වී වගාවේදී ආපදා අවදානම් කළමනාකරණය සම්බන්ධයෙන් පෞද්ගලික අංශයේ කාර්යභාරය කුමක්ද?,"ආපදා රක්ෂණ ක්‍රම හඳුන්වාදීම, ආපදා ප්‍රතිරෝධී යෙදවුම් නිෂ්පාදනය කිරීම, ආපදා සහන වැඩසටහන් සඳහා සහාය වීම."
වී වගාවේදී ආපදා අවදානම් කළමනාකරණය සම්බන්ධයෙන් ප්‍රජා සංවිධානවල කාර්යභාරය කුමක්ද?,"ආපදා අනතුරු ඇඟවීමේ තොරතුරු ප්‍රජා සාමාජිකයින්ට ලබාදීම, ආපදා ප්‍රතිරෝධී වැඩසටහන් ක්‍රියාත්මක කිරීම, ආපදා සහන වැඩසටහන් සඳහා සහාය වීම."
වී වගාවේදී දේශගුණික විපර්යාසවලට අනුගත වන්නේ කෙසේද?,"දේශගුණික විපර්යාසවලට ඔරොත්තු දෙන වී ප්‍රභේද වගා කිරීම, ජලය කාර්යක්ෂමව භාවිතා කිරීම, විවිධ වගාවන්ට යොමුවීම, ආපදා ප්‍රතිරෝධී යටිතල පහසුකම් වැඩිදියුණු කිරීම."
වී වගාවේදී ගොවි කාන්තාවන්ගේ කාර්යභාරය කුමක්ද?,"බීජ තෝරාගැනීම, පැළ සිටුවීම, වල් පැළෑටි ඉවත් කිරීම, අස්වැන්න නෙළීම, පශ්චාත් අස්වනු කටයුතු."
වී වගාවේදී ගොවි කාන්තාවන්ගේ සහභාගීත්වය වැඩි කරන්නේ කෙසේද?,"කාන්තා ගොවි සංවිධාන ශක්තිමත් කිරීම, කාන්තා ගොවි පුහුණු වැඩසටහන් පැවැත්වීම, කාන්තාවන්ට ණය පහසුකම් ලබාදීම, කාන්තාවන්ට ඉඩම් අයිතිය ලබාදීම."
වී වගාවේදී ගොවි කාන්තාවන්ගේ බලගැන්වීම සහතික කරන්නේ කෙසේද?,"තීරණ ගැනීමේ ක්‍රියාවලියට කාන්තාවන් සහභාගී කරවීම, කාන්තාවන්ට නායකත්ව පුහුණුව ලබාදීම, කාන්තාවන්ට තොරතුරු හා තාක්ෂණය ලබාදීම."
වී වගාවේදී ගොවි කාන්තාවන්ට මුහුණ දීමට සිදුවන අභියෝග මොනවාද?,"ඉඩම් අයිතිය නොමැතිකම, ණය පහසුකම් නොමැතිකම, තොරතුරු හා තාක්ෂණය නොමැතිකම, සමාජීය අසමානතා."
වී වගාවේදී ගොවි කාන්තාවන්ගේ බලගැන්වීම සම්බන්ධයෙන් රජයේ කාර්යභාරය කුමක්ද?,"කාන්තා ගොවි සංවිධානවලට සහාය වීම, කාන්තා ගොවි පුහුණු වැඩසටහන් ක්‍රියාත්මක කිරීම, කාන්තාවන්ට ණය පහසුකම් ලබාදීම, කාන්තාවන්ට ඉඩම් අයිතිය ලබාදීම."
වී වගාවේදී ගොවි කාන්තාවන්ගේ බලගැන්වීම සම්බන්ධයෙන් ගොවි සංවිධානවල කාර්යභාරය කුමක්ද?,"කාන්තා ගොවි සංවිධාන ශක්තිමත් කිරීම, කාන්තා ගොවිමහතුන්ගේ අයිතිවාසිකම් වෙනුවෙන් පෙනී සිටීම, කාන්තා ගොවිමහතුන්ට අවශ්‍ය සහාය ලබාදීම."
වී වගාවේදී ගොවි තරුණයන්ගේ කාර්යභාරය කුමක්ද?,"නව තාක්ෂණයන් හඳුන්වාදීම, තිරසාර කෘෂිකාර්මික ක්‍රම අනුගමනය කිරීම, අගය එකතු කළ නිෂ්පාදන නිෂ්පාදනය කිරීම."
වී වගාවේදී ගොවි තරුණයන්ගේ සහභාගීත්වය වැඩි කරන්නේ කෙසේද?,"තරුණ ගොවි සංවිධාන ශක්තිමත් කිරීම, තරුණ ගොවි පුහුණු වැඩසටහන් පැවැත්වීම, තරුණයන්ට ණය පහසුකම් ලබාදීම, තරුණයන්ට ඉඩම් අයිතිය ලබාදීම."
වී වගාවේදී ගොවි තරුණයන්ගේ නවෝත්පාදනය ප්‍රවර්ධනය කරන්නේ කෙසේද?,"තරුණ ගොවි නවෝත්පාදන වැඩසටහන් ක්‍රියාත්මක කිරීම, තරුණ ගොවි නවෝත්පාදන තරඟ පැවැත්වීම, තරුණ ගොවි නවෝත්පාදකයින්ට සහාය වීම."
